imdb_id,title,poster_url,,release_year,rating,votes,country
tt28259207,Kill,https://m.media-amazon.com/images/M/MV5BZjI1ZjM3NjUtYTc1Ni00ODJmLWI5YjQtMWZiZTAyNTFiZGY1XkEyXkFqcGc@._V1_.jpg,,2023,7.9,7214,IN
tt27440937,Weapon,https://m.media-amazon.com/images/M/MV5BMzIxMDkzNjMtYWRjYy00MTFkLTk0M2EtY2Q3ZTEwZTI5MTFhXkEyXkFqcGc@._V1_.jpg,,2024,8.7,5165,IN
tt23864864,Joram,https://m.media-amazon.com/images/M/MV5BOWE4M2Y3YmUtNDhhNy00YjA4LThkMGQtNTZkMjM2ZDRhM2UwXkEyXkFqcGdeQXVyMTYzMTU3Njgx._V1_.jpg,,2023,6.6,2473,IN
tt11651796,AK vs AK,https://m.media-amazon.com/images/M/MV5BNDJkOTVkYTMtMTk2OC00YTkyLThjMGYtMTdiYWRjYTQ1YTYzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,2020,6.9,15270,IN
tt14479746,Thar,https://m.media-amazon.com/images/M/MV5BOWY1NjE2MzUtYTVjOC00ZDUxLWIwZDUtMzk5YWQ5ODc5YTI5XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,,2022,6.1,8030,IN
tt32368060,Dirty Fellow,https://m.media-amazon.com/images/M/MV5BMGI0MTQ5ODQtNmZiMy00MjY3LWE4ODktYzUwZTFkYmJlNDZjXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_.jpg,,2024,9.8,3258,IN
tt13510660,Dhamaka,https://m.media-amazon.com/images/M/MV5BNzUyOWU2M2MtMDU1Yy00M2E1LTg3OTktMGRjYTE2MjkzYzUwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,2021,6.8,42656,IN
tt15073166,IB 71,https://m.media-amazon.com/images/M/MV5BZDk1NWU5MjMtOWY4Zi00YWJhLTlkMDUtYjllMjQwZWE3OGU2XkEyXkFqcGdeQXVyMTY4MjU0NDY3._V1_.jpg,,2023,7.2,10565,IN
tt14418234,State of Siege: Temple Attack,https://m.media-amazon.com/images/M/MV5BNGNlOWEyZDgtNTZiMi00YjgxLTlkOTUtNGI3ZWM2YzU3ZTU2XkEyXkFqcGdeQXVyMTIzMzg0MTM2._V1_.jpg,,2021,7.7,9750,IN
tt20724796,Kerosene,https://m.media-amazon.com/images/M/MV5BNGRlODk2NTctNmRjNS00YjhmLTllYzAtMmJhNDY1NjIwOTA5XkEyXkFqcGdeQXVyMTEwOTUyOTg5._V1_.jpg,,2022,6.6,1621,IN
tt13912632,Sanak,https://m.media-amazon.com/images/M/MV5BODg3NzhlMjktODA2MS00YTJkLWEyYWMtNGYxMzYwYTViMWQwXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,,2021,6.6,10975,IN
tt32491118,Big Brother,https://m.media-amazon.com/images/M/MV5BMGMxOTkzZTQtZTFjMC00OGUxLTk3ZWQtYTRjYTJjODZjNDgxXkEyXkFqcGc@._V1_.jpg,,2024,8.2,2006,IN
tt23752842,The Heist,https://m.media-amazon.com/images/M/MV5BYjBlNjM3NWItMTI2YS00Nzc3LTg3MzgtZGUzYmI5OWI1M2FmXkEyXkFqcGc@._V1_.jpg,,2024,8.3,1362,IN
tt28362963,Checkmate,https://m.media-amazon.com/images/M/MV5BMWJhZDc2ZmQtNTY3OS00MmE3LWJhMTEtYjllZjhjN2QwZjhjXkEyXkFqcGdeQXVyMTYxNzIxNTQ0._V1_.jpg,,2023,7.8,24544,IN
tt23058594,Focus,https://m.media-amazon.com/images/M/MV5BZmJlNGU4YWEtZDZkMy00ZjUzLWJhYjQtZWU5NDc4Y2E5NWVkXkEyXkFqcGdeQXVyMjYyOTkyNjM@._V1_.jpg,,2022,7.8,2981,IN
tt25376056,Keedaa Cola,https://m.media-amazon.com/images/M/MV5BNGIxMWMwMmUtYTI0Zi00MDM0LWIxNzYtODk0Mjg4YzA3ZTI2XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_.jpg,,2023,7.4,3323,IN
tt28696625,Yendira Ee Panchayithi,https://m.media-amazon.com/images/M/MV5BZDM3ZTVhMDktMDExOC00YzU0LWIyNTMtNjViMTM4ZGIzYjdmXkEyXkFqcGdeQXVyMTA1ODY1NzY3._V1_.jpg,,2023,8.2,1116,IN
tt29515802,S-99,https://m.media-amazon.com/images/M/MV5BNzYyNjQ2ZjMtMjFjZC00MmExLWFmNDQtMTE5Yjk1MjJkZjE3XkEyXkFqcGdeQXVyMTMzODIwNDAw._V1_.jpg,,2024,8.8,2054,IN
tt13369990,Gully Gang,https://m.media-amazon.com/images/M/MV5BZTE0ZDVkZTQtNzlkOC00OTBlLWE1YTYtZDZjYTIwMGUyOTc3XkEyXkFqcGdeQXVyMTAwNDA4NDky._V1_.jpg,,2022,8.4,2088,IN
tt15716828,Red Sandal Wood,https://m.media-amazon.com/images/M/MV5BYzM4N2UyMTctODBlOC00M2U4LTk1ZDktZWQ2NDU2YjlhNWU2XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_.jpg,,2023,6.1,1144,IN
tt14917786,Narasimhapuram,https://m.media-amazon.com/images/M/MV5BYTIyZTNiODctMjA0Mi00ZTU1LTkwYjgtYjAzMTY4Y2QzZjM0XkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_.jpg,,2021,7.3,2208,IN
tt15166394,Hi Five: Fun and Gun,https://m.media-amazon.com/images/M/MV5BMGVhNmU2ZmQtOTUyOC00MTA0LTgwMjUtMWQ2NWEwMDk4ZWQ5XkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_.jpg,,2022,7.8,1819,IN
tt27850479,Revenge,https://m.media-amazon.com/images/M/MV5BNjQzMTcyZGEtM2IzMi00MzBkLTg3ZjItNmI4ODcxMDhkZWExXkEyXkFqcGdeQXVyMTUwNzQzNzUz._V1_.jpg,,2023,6.9,1356,IN
tt18280338,Balraju,https://m.media-amazon.com/images/M/MV5BYzBkY2MxYWMtZGYwNC00YTU4LWE1YTEtNDcxODFmZjczOWIwXkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_.jpg,,2022,7.4,1605,IN
tt24227752,Raa Raa Penimiti,https://m.media-amazon.com/images/M/MV5BMzBmY2Q3ZDUtNGFkOC00NTEzLTljNmQtMWUzZjJkZDUwMTU3XkEyXkFqcGdeQXVyMTI5MjcxOTc3._V1_.jpg,,2023,6.6,1564,IN
tt19407476,Bari,https://m.media-amazon.com/images/M/MV5BN2FmM2NjMWQtNjljYi00ZTE0LWFiZjItMzdkMjkzYzhhZGFiXkEyXkFqcGdeQXVyMTEwOTUyOTg5._V1_.jpg,,2022,8.3,1536,IN
tt15576316,Thirgusomeese,https://m.media-amazon.com/images/M/MV5BNzM1MDA0YmItODAyNC00MjM4LTk1MWItZjBjNjliZWE0ZWI3XkEyXkFqcGdeQXVyMTM2NDUxNzM3._V1_.jpg,,2021,7,1204,IN
tt25966332,Error 500,https://m.media-amazon.com/images/M/MV5BNDU0YmM5ZmQtZmYzNy00YTA2LTg4MDItMjViNTIwNzM3YjE5XkEyXkFqcGdeQXVyMTUwNzQzNzUz._V1_.jpg,,2023,7.4,2067,IN
tt18246372,2020 Golmaal,https://m.media-amazon.com/images/M/MV5BOTdlNzcyZDMtOTg2MS00ZmE2LWEwZDYtYmYxMjJmOGQ2MWMwXkEyXkFqcGdeQXVyMTQ5MTE1NDg1._V1_.jpg,,2022,6.5,1200,IN
tt3083016,Beverly Hills Cop: Axel F,https://m.media-amazon.com/images/M/MV5BMDVhYWNkNTUtZWVjMC00Y2M1LWEzNmItZjFiMzA4ZjNiODI4XkEyXkFqcGc@._V1_.jpg,,2024,6.5,52304,US
tt17279496,Civil War,https://m.media-amazon.com/images/M/MV5BYTYyODhlODktYjUzNC00NjUyLWI1MzYtNmI0MTY3YTUxYjY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2024,7.1,135852,US
tt19864802,Land of Bad,https://m.media-amazon.com/images/M/MV5BMzkyOTUzYTUtY2UzYS00MjY4LTljZWYtYzMyMmZlMWYwMjQ5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,,2024,6.6,29772,US
tt15314262,The Beekeeper,https://m.media-amazon.com/images/M/MV5BZjQwYjU3OTYtMWVhMi00N2Y2LWEzMDgtMzViN2U4NWI1NmI3XkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_.jpg,,2024,6.4,116590,US
tt5177120,The Ministry of Ungentlemanly Warfare,https://m.media-amazon.com/images/M/MV5BOWI5YTlkNTktOTJlMC00MmYyLThkNzQtYmExOGZkZDE1ZjgwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,,2024,6.8,53722,US
tt4919268,Bad Boys: Ride or Die,https://m.media-amazon.com/images/M/MV5BY2U5YmQ3YjgtM2I2OC00YmM5LTkyM2MtN2I5Zjg2MDE0ODkwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,,2024,6.9,35630,US
tt14539740,Godzilla x Kong: The New Empire,https://m.media-amazon.com/images/M/MV5BY2QwOGE2NGQtMWQwNi00M2IzLThlNWItYWMzNGQ5YWNiZDA4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,,2024,6.1,90891,US
tt30150917,"Justice League: Crisis on Infinite Earths, Part Three",https://m.media-amazon.com/images/M/MV5BNzM2MWM1M2UtZjk2NS00MGZkLTkxZmUtZjZiMjRjYWEwNzRkXkEyXkFqcGdeQXVyMTgxMjAyNDQ5._V1_.jpg,,2024,6,1206,US
tt8242084,My Spy,https://m.media-amazon.com/images/M/MV5BNzMyOWRjYjUtMjc2OC00MWUyLWEzODktYWZlZDYxYjk4MDViXkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_.jpg,,2020,6.4,35829,US
tt21692408,Kung Fu Panda 4,https://m.media-amazon.com/images/M/MV5BZDY0YzI0OTctYjVhYy00MTVhLWE0NTgtYTRmYTBmOTE3YTViXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,,2024,6.3,48536,US
tt13923084,Boy Kills World,https://m.media-amazon.com/images/M/MV5BNmYyM2VhM2UtYmEzNi00M2RmLTkzYWQtZGQ5MjI2MzQzMWMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2023,6.4,20413,US
tt1136617,The Killer,https://m.media-amazon.com/images/M/MV5BZGJkMDUwZWQtYTMzMS00NTg5LWE1ZTYtOTVhMDI4NGI1YjMyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,,2023,6.7,191138,US
tt6264654,Free Guy,https://m.media-amazon.com/images/M/MV5BOTY2NzFjODctOWUzMC00MGZhLTlhNjMtM2Y2ODBiNGY1ZWRiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,,2021,7.1,434444,US
tt13452446,Damsel,https://m.media-amazon.com/images/M/MV5BODRiMTA4NGMtOTQzZC00OWFjLWFmODctMjY2ZTcwYjI5NDMyXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_.jpg,,2024,6.1,93491,US
tt11291274,The Unbearable Weight of Massive Talent,https://m.media-amazon.com/images/M/MV5BNDM2ODNiMWItOWRkNS00ODE3LWE2OGYtNTZkMDJkOWI1ODMxXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_.jpg,,2022,7,156632,US
tt29195117,Justice League: Crisis on Infinite Earths - Part One,https://m.media-amazon.com/images/M/MV5BMzg1MWQ5NzgtZjlhZi00MjU4LThmZDUtOWQ5ZjMzN2ZlODNkXkEyXkFqcGdeQXVyMTk2OTAzNTI@._V1_.jpg,,2024,6.2,5809,US
tt6722400,Fast Charlie,https://m.media-amazon.com/images/M/MV5BNGVlZDAyNjYtMjBkNi00MWJhLTliOWUtZTI1NzFjYWY1ZDQxXkEyXkFqcGdeQXVyNzc3MDg1NTM@._V1_.jpg,,2023,6,21463,US
tt5034838,Godzilla vs. Kong,https://m.media-amazon.com/images/M/MV5BOTI3NzNhNDItYWY0My00ZmE3LTgxMmYtYzQzZWU2NDcxYzVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,2021,6.3,247381,US
tt17024450,The Equalizer 3,https://m.media-amazon.com/images/M/MV5BYjZjYTllOWItYjUxMC00NTA0LWI1ZjItNjE5YjVhZjRmYmYwXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_.jpg,,2023,6.8,125504,US
tt16431870,The Family Plan,https://m.media-amazon.com/images/M/MV5BZWQzZWFmOWMtODM4Ni00YjYwLWI4ZTYtOTkwZmYyMzFkN2E2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,,2023,6.3,45103,US
tt3915174,Puss in Boots: The Last Wish,https://m.media-amazon.com/images/M/MV5BNjMyMDBjMGUtNDUzZi00N2MwLTg1MjItZTk2MDE1OTZmNTYxXkEyXkFqcGdeQXVyMTQ5NjA0NDM0._V1_.jpg,,2022,7.8,181456,US
tt13320622,The Lost City,https://m.media-amazon.com/images/M/MV5BMmIwYzFhODAtY2I1YS00ZDdmLTkyYWQtZjI5NDIwMDc2MjEyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,,2022,6.1,162328,US
tt7888964,Nobody,https://m.media-amazon.com/images/M/MV5BMjM5YTRlZmUtZGVmYi00ZjE2LWIyNzAtOWVhMDk1MDdkYzhjXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_.jpg,,2021,7.4,329840,US
tt7991608,Red Notice,https://m.media-amazon.com/images/M/MV5BZmRjODgyMzEtMzIxYS00OWY2LTk4YjUtMGMzZjMzMTZiN2Q0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2021,6.3,322390,US
tt11866324,Prey,https://m.media-amazon.com/images/M/MV5BMDBlMDYxMDktOTUxMS00MjcxLWE2YjQtNjNhMjNmN2Y3ZDA1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,,2022,7.1,231236,US
tt8589698,Teenage Mutant Ninja Turtles: Mutant Mayhem,https://m.media-amazon.com/images/M/MV5BYzE4MTllZTktMTIyZS00Yzg1LTg1YzAtMWQwZTZkNjNkODNjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,,2023,7.2,67043,US
tt5761544,Kandahar,https://m.media-amazon.com/images/M/MV5BMjNiNDg2OWYtOGEzNy00M2E5LTgxZjItNzVmN2VmNTg3MzBhXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,,2023,6.1,36002,US
tt1464335,Uncharted,https://m.media-amazon.com/images/M/MV5BMWEwNjhkYzYtNjgzYy00YTY2LThjYWYtYzViMGJkZTI4Y2MyXkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_.jpg,,2022,6.3,264747,US
tt12818328,Hundreds of Beavers,https://m.media-amazon.com/images/M/MV5BNTk2NWQ4MzQtNGYyMS00NGUzLTk4MDAtNjc1ZTRjNTI3ZTc0XkEyXkFqcGdeQXVyNTU4NzAyNDg@._V1_.jpg,,2022,7.8,4098,US
tt7737786,Greenland,https://m.media-amazon.com/images/M/MV5BMzcyMzU4MDUtM2JhOC00ZDg2LTg5MGMtZjc2OGMyMjhlMGE2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2020,6.4,137104,US
tt8244784,The Hunt,https://m.media-amazon.com/images/M/MV5BNjg4MjRhZjgtNTIxOS00MmRjLTg4NTEtNjBkNzkwZjAxMjMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2020,6.6,130749,US
tt11358390,Renfield,https://m.media-amazon.com/images/M/MV5BNWFlY2RhZWYtYWNmYS00MmQyLThiYTctYmFmMDVhNjhlMTI3XkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_.jpg,,2023,6.4,98768,US
tt11456054,Run Hide Fight,https://m.media-amazon.com/images/M/MV5BNTkyMzMxN2MtNjFjYS00MmRjLWJjMjctYzBlMGZiM2I1MmQ2XkEyXkFqcGdeQXVyNjIwNjI4NTA@._V1_.jpg,,2020,6.3,27850,US
tt0293429,Mortal Kombat,https://m.media-amazon.com/images/M/MV5BY2ZlNWIxODMtN2YwZi00ZjNmLWIyN2UtZTFkYmZkNDQyNTAyXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_.jpg,,2021,6,191979,US
tt8936646,Extraction,https://m.media-amazon.com/images/M/MV5BMDJiNzUwYzEtNmQ2Yy00NWE4LWEwNzctM2M0MjE0OGUxZTA3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,,2020,6.8,266856,US
tt3794354,Sonic the Hedgehog,https://m.media-amazon.com/images/M/MV5BNTdmNmI4MzQtZTAzNS00MjhjLWEzOGQtZjI1NDNjZjk4N2JjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_.jpg,,2020,6.5,161927,US
tt2463208,The Adam Project,https://m.media-amazon.com/images/M/MV5BOWM0YWMwMDQtMjE5NS00ZTIwLWE1NWEtODViMWZjMWI2OTU3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,,2022,6.7,235016,US
tt10275534,To Catch a Killer,https://m.media-amazon.com/images/M/MV5BNGMyZjM5YWUtMjVmMC00NmQ2LTgyMWEtNjYzZDFkYTIyMjFhXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg,,2023,6.6,41504,US
tt5109280,Raya and the Last Dragon,https://m.media-amazon.com/images/M/MV5BZWNiOTc4NGItNGY4YS00ZGNkLThkOWEtMDE2ODcxODEwNjkwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2021,7.3,174133,US
tt6048922,Greyhound,https://m.media-amazon.com/images/M/MV5BZTFkZjYxNWItZmE2MC00MGE4LWIxYTgtZmIzOWM1YmI2YWEzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,,2020,7,116725,US
